PassengerId,Survived,Name,Sex,Age,Fare,Embarked_Q,Embarked_S
765,0,"Eklund, Mr. Hans Linus",male,16.0,7.775,0,1
766,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,77.9583,0,1
767,0,"Brewe, Dr. Arthur Jackson",male,,39.6,0,0
768,0,"Mangan, Miss. Mary",female,30.5,7.75,1,0
769,0,"Moran, Mr. Daniel J",male,,24.15,1,0
770,0,"Gronnestad, Mr. Daniel Danielsen",male,32.0,8.3625,0,1
771,0,"Lievens, Mr. Rene Aime",male,24.0,9.5,0,1
772,0,"Jensen, Mr. Niels Peder",male,48.0,7.8542,0,1
773,0,"Mack, Mrs. (Mary)",female,57.0,10.5,0,1
774,0,"Elias, Mr. Dibo",male,,7.225,0,0
775,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,23.0,0,1
776,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,7.75,0,1
777,0,"Tobin, Mr. Roger",male,,7.75,1,0
778,1,"Emanuel, Miss. Virginia Ethel",female,5.0,12.475,0,1
779,0,"Kilgannon, Mr. Thomas J",male,,7.7375,1,0
780,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,211.3375,0,1
781,1,"Ayoub, Miss. Banoura",female,13.0,7.2292,0,0
782,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,57.0,0,1
783,0,"Long, Mr. Milton Clyde",male,29.0,30.0,0,1
784,0,"Johnston, Mr. Andrew G",male,,23.45,0,1
785,0,"Ali, Mr. William",male,25.0,7.05,0,1
786,0,"Harmer, Mr. Abraham (David Lishin)",male,25.0,7.25,0,1
787,1,"Sjoblom, Miss. Anna Sofia",female,18.0,7.4958,0,1
788,0,"Rice, Master. George Hugh",male,8.0,29.125,1,0
789,1,"Dean, Master. Bertram Vere",male,1.0,20.575,0,1
790,0,"Guggenheim, Mr. Benjamin",male,46.0,79.2,0,0
791,0,"Keane, Mr. Andrew ""Andy""",male,,7.75,1,0
792,0,"Gaskell, Mr. Alfred",male,16.0,26.0,0,1
793,0,"Sage, Miss. Stella Anna",female,,69.55,0,1
794,0,"Hoyt, Mr. William Fisher",male,,30.6958,0,0
795,0,"Dantcheff, Mr. Ristiu",male,25.0,7.8958,0,1
796,0,"Otter, Mr. Richard",male,39.0,13.0,0,1
797,1,"Leader, Dr. Alice (Farnham)",female,49.0,25.9292,0,1
798,1,"Osman, Mrs. Mara",female,31.0,8.6833,0,1
799,0,"Ibrahim Shawah, Mr. Yousseff",male,30.0,7.2292,0,0
800,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,24.15,0,1
801,0,"Ponesell, Mr. Martin",male,34.0,13.0,0,1
802,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,26.25,0,1
803,1,"Carter, Master. William Thornton II",male,11.0,120.0,0,1
804,1,"Thomas, Master. Assad Alexander",male,0.42,8.5167,0,0
805,1,"Hedman, Mr. Oskar Arvid",male,27.0,6.975,0,1
806,0,"Johansson, Mr. Karl Johan",male,31.0,7.775,0,1
807,0,"Andrews, Mr. Thomas Jr",male,39.0,0.0,0,1
808,0,"Pettersson, Miss. Ellen Natalia",female,18.0,7.775,0,1
809,0,"Meyer, Mr. August",male,39.0,13.0,0,1
810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,53.1,0,1
811,0,"Alexander, Mr. William",male,26.0,7.8875,0,1
812,0,"Lester, Mr. James",male,39.0,24.15,0,1
813,0,"Slemen, Mr. Richard James",male,35.0,10.5,0,1
814,0,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,31.275,0,1
815,0,"Tomlin, Mr. Ernest Portage",male,30.5,8.05,0,1
816,0,"Fry, Mr. Richard",male,,0.0,0,1
817,0,"Heininen, Miss. Wendla Maria",female,23.0,7.925,0,1
818,0,"Mallet, Mr. Albert",male,31.0,37.0042,0,0
819,0,"Holm, Mr. John Fredrik Alexander",male,43.0,6.45,0,1
820,0,"Skoog, Master. Karl Thorsten",male,10.0,27.9,0,1
821,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,93.5,0,1
822,1,"Lulic, Mr. Nikola",male,27.0,8.6625,0,1
823,0,"Reuchlin, Jonkheer. John George",male,38.0,0.0,0,1
824,1,"Moor, Mrs. (Beila)",female,27.0,12.475,0,1
825,0,"Panula, Master. Urho Abraham",male,2.0,39.6875,0,1
826,0,"Flynn, Mr. John",male,,6.95,1,0
827,0,"Lam, Mr. Len",male,,56.4958,0,1
828,1,"Mallet, Master. Andre",male,1.0,37.0042,0,0
829,1,"McCormack, Mr. Thomas Joseph",male,,7.75,1,0
831,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,14.4542,0,0
832,1,"Richards, Master. George Sibley",male,0.83,18.75,0,1
833,0,"Saad, Mr. Amin",male,,7.2292,0,0
834,0,"Augustsson, Mr. Albert",male,23.0,7.8542,0,1
835,0,"Allum, Mr. Owen George",male,18.0,8.3,0,1
836,1,"Compton, Miss. Sara Rebecca",female,39.0,83.1583,0,0
837,0,"Pasic, Mr. Jakob",male,21.0,8.6625,0,1
838,0,"Sirota, Mr. Maurice",male,,8.05,0,1
839,1,"Chip, Mr. Chang",male,32.0,56.4958,0,1
840,1,"Marechal, Mr. Pierre",male,,29.7,0,0
841,0,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,7.925,0,1
842,0,"Mudd, Mr. Thomas Charles",male,16.0,10.5,0,1
843,1,"Serepeca, Miss. Augusta",female,30.0,31.0,0,0
844,0,"Lemberopolous, Mr. Peter L",male,34.5,6.4375,0,0
845,0,"Culumovic, Mr. Jeso",male,17.0,8.6625,0,1
846,0,"Abbing, Mr. Anthony",male,42.0,7.55,0,1
847,0,"Sage, Mr. Douglas Bullen",male,,69.55,0,1
848,0,"Markoff, Mr. Marin",male,35.0,7.8958,0,0
849,0,"Harper, Rev. John",male,28.0,33.0,0,1
850,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,89.1042,0,0
851,0,"Andersson, Master. Sigvard Harald Elias",male,4.0,31.275,0,1
852,0,"Svensson, Mr. Johan",male,74.0,7.775,0,1
853,0,"Boulos, Miss. Nourelain",female,9.0,15.2458,0,0
854,1,"Lines, Miss. Mary Conover",female,16.0,39.4,0,1
855,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,26.0,0,1
856,1,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,9.35,0,1
857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,164.8667,0,1
858,1,"Daly, Mr. Peter Denis ",male,51.0,26.55,0,1
859,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,19.2583,0,0
860,0,"Razi, Mr. Raihed",male,,7.2292,0,0
861,0,"Hansen, Mr. Claus Peter",male,41.0,14.1083,0,1
862,0,"Giles, Mr. Frederick Edward",male,21.0,11.5,0,1
863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,25.9292,0,1
864,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,,69.55,0,1
865,0,"Gill, Mr. John William",male,24.0,13.0,0,1
866,1,"Bystrom, Mrs. (Karolina)",female,42.0,13.0,0,1
867,1,"Duran y More, Miss. Asuncion",female,27.0,13.8583,0,0
868,0,"Roebling, Mr. Washington Augustus II",male,31.0,50.4958,0,1
869,0,"van Melkebeke, Mr. Philemon",male,,9.5,0,1
870,1,"Johnson, Master. Harold Theodor",male,4.0,11.1333,0,1
871,0,"Balkic, Mr. Cerin",male,26.0,7.8958,0,1
872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,52.5542,0,1
873,0,"Carlsson, Mr. Frans Olof",male,33.0,5.0,0,1
874,0,"Vander Cruyssen, Mr. Victor",male,47.0,9.0,0,1
875,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,24.0,0,0
876,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,7.225,0,0
877,0,"Gustafsson, Mr. Alfred Ossian",male,20.0,9.8458,0,1
878,0,"Petroff, Mr. Nedelio",male,19.0,7.8958,0,1
879,0,"Laleff, Mr. Kristo",male,,7.8958,0,1
880,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,83.1583,0,0
881,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,26.0,0,1
882,0,"Markun, Mr. Johann",male,33.0,7.8958,0,1
883,0,"Dahlberg, Miss. Gerda Ulrika",female,22.0,10.5167,0,1
884,0,"Banfield, Mr. Frederick James",male,28.0,10.5,0,1
885,0,"Sutehall, Mr. Henry Jr",male,25.0,7.05,0,1
886,0,"Rice, Mrs. William (Margaret Norton)",female,39.0,29.125,1,0
887,0,"Montvila, Rev. Juozas",male,27.0,13.0,0,1
888,1,"Graham, Miss. Margaret Edith",female,19.0,30.0,0,1
889,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,,23.45,0,1
890,1,"Behr, Mr. Karl Howell",male,26.0,30.0,0,0
891,0,"Dooley, Mr. Patrick",male,32.0,7.75,1,0
